timestamp,airflow_lps,cool_output_kwh,min_rack_inlet_c,cool_demand_kwh,evap_fan_speed_pct,return_air_c,suction_c,supply_air_c,temp_cabin3_back_34u_c,temp_cabin3_back_24u_c,temp_cabin3_back_22u_c,temp_cabin3_back_20u_c,temp_cabin3_back_28u_c,temp_cabin3_back_42u_c,temp_cabin3_back_30u_c,temp_cabin3_back_40u_c,temp_cabin3_back_32u_c,temp_cabin3_back_26u_c,temp_cabin3_back_38u_c,temp_cabin3_back_36u_c,temp_cabin3_back_34u_c_z,temp_cabin3_back_24u_c_z,temp_cabin3_back_22u_c_z,temp_cabin3_back_20u_c_z,temp_cabin3_back_28u_c_z,temp_cabin3_back_42u_c_z,temp_cabin3_back_30u_c_z,temp_cabin3_back_40u_c_z,temp_cabin3_back_32u_c_z,temp_cabin3_back_26u_c_z,temp_cabin3_back_38u_c_z,temp_cabin3_back_36u_c_z
2022-06-03 15:01:40,8.1,2.9,22.9,2.9,77.8,24.6,17.8,21.0,33.2,23.7,24.0,23.4,24.1,28.0,24.3,27.4,25.5,23.4,33.4,30.3,-2.142711380719165,-2.4825969199012046,-2.0854909968654964,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-2.2900576164786184,-2.0925491718193
2022-06-03 15:01:50,8.11,3.0,22.9,3.0,77.9,24.6,17.8,21.0,33.2,23.7,24.0,23.4,24.1,28.0,24.3,27.4,25.5,23.4,33.4,30.3,-2.142711380719165,-2.4825969199012046,-2.0854909968654964,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-2.2900576164786184,-2.0925491718193
2022-06-03 15:02:00,8.11,3.0,22.9,3.0,77.9,24.6,17.8,21.0,33.2,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.5,23.4,33.4,30.3,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-2.2900576164786184,-2.0925491718193
2022-06-03 15:02:10,8.11,3.1,22.9,3.1,77.8,24.6,17.8,21.0,33.2,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.5,23.4,33.4,30.3,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-2.2900576164786184,-2.0925491718193
2022-06-03 15:02:20,8.11,2.8,23.0,2.8,77.8,24.6,17.7,21.0,33.2,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.5,23.4,33.4,30.3,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-2.2900576164786184,-2.0925491718193
2022-06-03 15:02:30,8.11,2.8,23.0,2.8,77.8,24.6,17.7,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.0925491718193
2022-06-03 15:02:40,8.12,3.0,22.9,3.0,77.9,24.6,17.7,21.1,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:02:50,8.12,3.0,23.0,3.0,77.9,24.6,17.9,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:00,8.12,3.0,23.0,3.0,77.9,24.6,17.9,21.0,33.2,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:10,8.12,3.0,23.0,3.0,77.9,24.6,17.7,21.0,33.2,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:20,8.11,2.9,23.0,2.9,77.8,24.5,17.6,20.9,33.2,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-2.142711380719165,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:30,8.11,2.9,23.0,2.9,77.8,24.5,17.6,20.9,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:40,8.11,3.1,23.0,3.1,77.9,24.6,17.6,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:03:50,8.11,2.8,23.0,2.8,77.9,24.5,17.6,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.5,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.979752872730994,-2.323700995456765
2022-06-03 15:04:00,8.11,2.8,23.0,2.8,77.9,24.5,17.6,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.6,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:04:10,8.11,3.0,22.9,3.0,77.8,24.6,17.7,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.6,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:04:20,8.12,2.9,22.9,2.9,77.9,24.6,17.8,21.0,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.5,23.4,33.6,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-2.462758854205574,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:04:30,8.12,2.9,22.9,2.9,77.9,24.6,17.8,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:04:40,8.11,3.0,22.9,3.0,77.8,24.7,17.8,21.1,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:04:50,8.11,3.0,23.0,3.0,77.7,24.7,17.9,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:05:00,8.11,3.0,23.0,3.0,77.7,24.7,17.9,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:05:10,8.13,2.9,22.9,2.9,77.9,24.6,17.7,21.1,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:05:20,8.11,3.0,23.0,3.0,77.8,24.6,17.6,21.1,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:05:30,8.11,3.0,23.0,3.0,77.8,24.6,17.6,21.1,33.3,23.7,23.9,23.4,24.1,27.9,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:05:40,8.1,3.0,23.0,3.0,77.7,24.6,17.4,21.0,33.3,23.7,24.0,23.4,24.1,27.9,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.0854909968654964,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:05:50,8.12,3.0,22.9,3.0,77.9,24.6,17.3,21.0,33.3,23.7,24.0,23.4,24.1,27.9,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.0854909968654964,-1.35969922953084,-2.7191575667508032,-1.4612973820135682,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:06:00,8.12,3.0,22.9,3.0,77.9,24.6,17.3,21.0,33.3,23.7,24.0,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.0854909968654964,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:06:10,8.12,2.8,23.0,2.8,77.9,24.6,17.4,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:06:20,8.11,3.0,23.0,3.0,77.9,24.7,17.6,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:06:30,8.11,3.0,23.0,3.0,77.9,24.7,17.6,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.4,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-1.861397348181843
2022-06-03 15:06:40,8.09,3.0,22.9,3.0,77.6,24.6,17.7,20.9,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:06:50,8.12,2.9,23.0,3.0,77.9,24.5,17.7,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:07:00,8.12,2.9,23.0,3.0,77.9,24.5,17.7,21.0,33.3,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.3,-1.8014489761469479,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.0925491718193
2022-06-03 15:07:10,8.11,3.0,22.9,3.0,77.9,24.6,17.7,21.1,33.3,23.6,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.8014489761469479,-2.9408540574456787,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:07:20,8.11,3.0,22.9,2.9,77.8,24.6,17.8,21.0,33.3,23.6,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.8014489761469479,-2.9408540574456787,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:07:30,8.11,3.0,22.9,2.9,77.8,24.6,17.8,21.0,33.4,23.6,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.4601865715747062,-2.9408540574456787,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:07:40,8.11,2.9,23.0,2.9,77.8,24.6,17.6,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:07:50,8.11,3.0,23.0,3.0,77.8,24.6,17.6,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:08:00,8.11,3.0,23.0,3.0,77.8,24.6,17.6,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.6,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.6694481289833698,-2.323700995456765
2022-06-03 15:08:10,8.1,3.0,23.0,3.0,77.7,24.6,17.6,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.323700995456765
2022-06-03 15:08:20,8.11,2.8,23.1,2.8,77.8,24.6,17.4,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.323700995456765
2022-06-03 15:08:30,8.11,2.8,23.1,2.8,77.8,24.6,17.4,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:08:40,8.13,3.0,23.1,3.0,78.0,24.7,17.6,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:08:50,8.11,3.0,23.0,2.9,77.9,24.7,17.8,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:00,8.11,3.0,23.0,2.9,77.9,24.7,17.8,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:10,8.12,2.9,23.0,2.9,77.9,24.6,17.7,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:20,8.12,2.9,23.1,2.9,77.9,24.6,17.7,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:30,8.12,2.9,23.1,2.9,77.9,24.6,17.7,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:40,8.12,3.0,23.0,3.0,77.9,24.6,17.6,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:09:50,8.11,3.0,23.0,3.0,77.9,24.6,17.6,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.3,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.0925491718193
2022-06-03 15:10:00,8.11,3.0,23.0,3.0,77.9,24.6,17.6,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.323700995456765
2022-06-03 15:10:10,8.12,3.0,23.0,3.0,77.9,24.6,17.6,21.1,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.323700995456765
2022-06-03 15:10:20,8.11,3.0,23.1,2.9,77.9,24.6,17.7,21.0,33.4,23.7,23.9,23.4,24.1,28.0,24.3,27.4,25.6,23.4,33.7,30.2,-1.4601865715747062,-2.4825969199012046,-2.476961709893367,-1.35969922953084,-2.7191575667508032,-1.1829366389668605,-1.9951722946321047,-2.021766078668015,-1.6395557323315786,-2.550095781396664,-1.3591433852357455,-2.323700995456765
